company_id,peer_group_name,is_benchmark,broad_sector,sub_sector,market_cap_category,peer_group_size,overall_peer_percentile,overall_peer_rank,peer_performance_class
BPCL,Oil & Gas,False,Energy,Oil & Gas Refining,Large Cap,5,50.1111111111111,34.0,Peer Average
BPCL,Oil & Gas,False,Energy,Oil & Gas Refining,Large Cap,5,49.77777777777779,35.0,Peer Average
BPCL,Oil & Gas,False,Energy,Oil & Gas Refining,Large Cap,5,48.05555555555555,36.0,Peer Average
IOC,Oil & Gas,False,Energy,Oil & Gas Refining,Mid Cap,5,47.88888888888889,37.0,Peer Average
GAIL,Oil & Gas,False,Energy,Gas Distribution,Large Cap,5,47.66666666666666,38.0,Peer Average
IOC,Oil & Gas,False,Energy,Oil & Gas Refining,Mid Cap,5,47.333333333333336,39.0,Peer Average
BPCL,Oil & Gas,False,Energy,Oil & Gas Refining,Large Cap,5,46.777777777777786,40.0,Peer Average
IOC,Oil & Gas,False,Energy,Oil & Gas Refining,Mid Cap,5,45.11111111111111,41.0,Peer Average
GAIL,Oil & Gas,False,Energy,Gas Distribution,Large Cap,5,45.05555555555555,42.0,Peer Average
IOC,Oil & Gas,False,Energy,Oil & Gas Refining,Mid Cap,5,44.611111111111114,43.0,Peer Average
IOC,Oil & Gas,False,Energy,Oil & Gas Refining,Mid Cap,5,44.166666666666664,44.0,Peer Average
GAIL,Oil & Gas,False,Energy,Gas Distribution,Large Cap,5,43.666666666666664,45.0,Peer Average
GAIL,Oil & Gas,False,Energy,Gas Distribution,Large Cap,5,43.16666666666666,46.0,Peer Average
GAIL,Oil & Gas,False,Energy,Gas Distribution,Large Cap,5,42.333333333333336,47.0,Peer Average
GAIL,Oil & Gas,False,Energy,Gas Distribution,Large Cap,5,42.11111111111111,48.0,Peer Average
BPCL,Oil & Gas,False,Energy,Oil & Gas Refining,Large Cap,5,41.44444444444444,49.0,Peer Average
GAIL,Oil & Gas,False,Energy,Gas Distribution,Large Cap,5,40.44444444444445,50.0,Peer Average
GAIL,Oil & Gas,False,Energy,Gas Distribution,Large Cap,5,38.277777777777786,51.0,Below Peer Average
BPCL,Oil & Gas,False,Energy,Oil & Gas Refining,Large Cap,5,38.27777777777778,52.0,Below Peer Average
IOC,Oil & Gas,False,Energy,Oil & Gas Refining,Mid Cap,5,37.72222222222222,53.0,Below Peer Average
BPCL,Oil & Gas,False,Energy,Oil & Gas Refining,Large Cap,5,37.44444444444444,54.0,Below Peer Average
GAIL,Oil & Gas,False,Energy,Gas Distribution,Large Cap,5,36.38888888888889,55.0,Below Peer Average
BPCL,Oil & Gas,False,Energy,Oil & Gas Refining,Large Cap,5,34.722222222222214,56.0,Below Peer Average
GAIL,Oil & Gas,False,Energy,Gas Distribution,Large Cap,5,32.111111111111114,57.0,Below Peer Average
IOC,Oil & Gas,False,Energy,Oil & Gas Refining,Mid Cap,5,30.66666666666667,58.0,Below Peer Average
GAIL,Oil & Gas,False,Energy,Gas Distribution,Large Cap,5,29.999999999999996,59.0,Below Peer Average
TORNTPHARM,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,68.1111111111111,1.0,Above Peer Average
TORNTPHARM,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,64.94444444444444,2.0,Above Peer Average
DRREDDY,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Mid Cap,5,62.944444444444436,3.0,Above Peer Average
SUNPHARMA,Pharmaceuticals,True,Healthcare,Pharmaceuticals,Large Cap,5,61.444444444444436,4.0,Above Peer Average
DRREDDY,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Mid Cap,5,61.0,5.0,Above Peer Average
SUNPHARMA,Pharmaceuticals,True,Healthcare,Pharmaceuticals,Large Cap,5,60.94444444444444,6.0,Above Peer Average
DIVISLAB,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,60.611111111111114,7.0,Above Peer Average
TORNTPHARM,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,60.555555555555564,8.0,Above Peer Average
TORNTPHARM,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,60.333333333333336,9.0,Above Peer Average
SUNPHARMA,Pharmaceuticals,True,Healthcare,Pharmaceuticals,Large Cap,5,59.55555555555555,10.0,Peer Average
CIPLA,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,59.055555555555564,11.0,Peer Average
DIVISLAB,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,57.611111111111114,12.0,Peer Average
DIVISLAB,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,55.27777777777778,13.0,Peer Average
TORNTPHARM,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,55.11111111111111,14.0,Peer Average
SUNPHARMA,Pharmaceuticals,True,Healthcare,Pharmaceuticals,Large Cap,5,54.94444444444445,15.0,Peer Average
DRREDDY,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Mid Cap,5,54.61111111111111,16.0,Peer Average
DRREDDY,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Mid Cap,5,54.55555555555555,17.0,Peer Average
CIPLA,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,53.88888888888889,18.0,Peer Average
CIPLA,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,53.833333333333336,19.0,Peer Average
DIVISLAB,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,53.55555555555555,20.0,Peer Average
DRREDDY,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Mid Cap,5,53.33333333333333,21.0,Peer Average
SUNPHARMA,Pharmaceuticals,True,Healthcare,Pharmaceuticals,Large Cap,5,53.22222222222222,22.0,Peer Average
TORNTPHARM,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,53.0,23.0,Peer Average
DIVISLAB,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,52.55555555555555,24.0,Peer Average
DIVISLAB,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,52.11111111111111,25.0,Peer Average
CIPLA,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,52.05555555555556,26.0,Peer Average
SUNPHARMA,Pharmaceuticals,True,Healthcare,Pharmaceuticals,Large Cap,5,51.722222222222214,27.0,Peer Average
SUNPHARMA,Pharmaceuticals,True,Healthcare,Pharmaceuticals,Large Cap,5,51.666666666666664,28.0,Peer Average
DRREDDY,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Mid Cap,5,50.83333333333334,29.0,Peer Average
DRREDDY,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Mid Cap,5,50.777777777777786,30.0,Peer Average
DRREDDY,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Mid Cap,5,50.38888888888889,31.0,Peer Average
DIVISLAB,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,50.277777777777786,32.0,Peer Average
SUNPHARMA,Pharmaceuticals,True,Healthcare,Pharmaceuticals,Large Cap,5,50.16666666666666,33.0,Peer Average
DIVISLAB,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,50.111111111111114,34.0,Peer Average
SUNPHARMA,Pharmaceuticals,True,Healthcare,Pharmaceuticals,Large Cap,5,49.44444444444444,35.0,Peer Average
DIVISLAB,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,49.222222222222236,36.0,Peer Average
TORNTPHARM,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,49.22222222222222,37.0,Peer Average
DIVISLAB,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,49.05555555555556,38.0,Peer Average
DRREDDY,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Mid Cap,5,48.5,39.0,Peer Average
TORNTPHARM,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,48.0,40.0,Peer Average
TORNTPHARM,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,47.722222222222236,41.0,Peer Average
TORNTPHARM,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,47.66666666666667,42.0,Peer Average
DIVISLAB,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,47.166666666666664,43.0,Peer Average
DIVISLAB,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,46.66666666666667,44.0,Peer Average
DRREDDY,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Mid Cap,5,46.5,45.0,Peer Average
TORNTPHARM,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,45.833333333333336,46.0,Peer Average
SUNPHARMA,Pharmaceuticals,True,Healthcare,Pharmaceuticals,Large Cap,5,45.166666666666664,47.0,Peer Average
TORNTPHARM,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,44.94444444444444,48.0,Peer Average
DRREDDY,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Mid Cap,5,44.38888888888889,49.0,Peer Average
CIPLA,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,44.33333333333333,50.0,Peer Average
CIPLA,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,42.611111111111114,51.0,Peer Average
CIPLA,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,42.388888888888886,52.0,Peer Average
DRREDDY,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Mid Cap,5,42.222222222222236,53.0,Peer Average
SUNPHARMA,Pharmaceuticals,True,Healthcare,Pharmaceuticals,Large Cap,5,41.666666666666664,54.0,Peer Average
CIPLA,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,41.277777777777786,55.0,Peer Average
CIPLA,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,40.22222222222222,56.0,Peer Average
SUNPHARMA,Pharmaceuticals,True,Healthcare,Pharmaceuticals,Large Cap,5,39.88888888888889,57.0,Below Peer Average
CIPLA,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,38.111111111111114,58.0,Below Peer Average
CIPLA,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,36.833333333333336,59.0,Below Peer Average
CIPLA,Pharmaceuticals,False,Healthcare,Pharmaceuticals,Large Cap,5,35.833333333333336,60.0,Below Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,74.85507246376811,1.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,74.78260869565217,2.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,74.49275362318842,3.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,74.42028985507248,4.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,74.1304347826087,5.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,74.05797101449275,6.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,72.71739130434781,7.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,72.64492753623186,8.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,71.92028985507247,9.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,71.84782608695652,10.0,Above Peer Average
NTPC,Power & Utilities,True,Energy,Power & Utilities,Large Cap,7,68.07971014492753,11.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,66.9927536231884,12.0,Above Peer Average
NTPC,Power & Utilities,True,Energy,Power & Utilities,Large Cap,7,66.95652173913042,13.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,66.92028985507245,14.0,Above Peer Average
NTPC,Power & Utilities,True,Energy,Power & Utilities,Large Cap,7,66.37681159420289,15.0,Above Peer Average
NTPC,Power & Utilities,True,Energy,Power & Utilities,Large Cap,7,63.514492753623195,16.0,Above Peer Average
ADANIPOWER,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,62.427536231884076,17.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,62.173913043478265,18.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,62.10144927536233,19.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,60.036231884057976,20.0,Above Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,59.96376811594204,21.0,Peer Average
TATAPOWER,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,58.51449275362317,22.0,Peer Average
NTPC,Power & Utilities,True,Energy,Power & Utilities,Large Cap,7,57.427536231884055,23.0,Peer Average
NTPC,Power & Utilities,True,Energy,Power & Utilities,Large Cap,7,57.210144927536234,24.0,Peer Average
NTPC,Power & Utilities,True,Energy,Power & Utilities,Large Cap,7,56.84782608695653,25.0,Peer Average
NTPC,Power & Utilities,True,Energy,Power & Utilities,Large Cap,7,56.70289855072463,26.0,Peer Average
NTPC,Power & Utilities,True,Energy,Power & Utilities,Large Cap,7,56.44927536231884,27.0,Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,55.76086956521739,28.0,Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,55.68840579710145,29.0,Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,55.362318840579725,30.0,Peer Average
ADANIPOWER,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,55.36231884057972,31.0,Peer Average
NTPC,Power & Utilities,True,Energy,Power & Utilities,Large Cap,7,55.326086956521735,32.0,Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,55.28985507246377,33.0,Peer Average
NTPC,Power & Utilities,True,Energy,Power & Utilities,Large Cap,7,55.03623188405797,34.0,Peer Average
TATAPOWER,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,54.60144927536232,35.0,Peer Average
ADANIPOWER,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,54.20289855072464,36.0,Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,54.094202898550726,37.0,Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,54.02173913043478,38.0,Peer Average
TATAPOWER,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,53.913043478260875,39.0,Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,53.84057971014492,40.0,Peer Average
POWERGRID,Power & Utilities,False,Energy,Power Transmission,Large Cap,7,53.768115942028984,41.0,Peer Average
NHPC,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,52.02898550724638,42.0,Peer Average
TATAPOWER,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,51.1231884057971,43.0,Peer Average
TATAPOWER,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,50.97826086956522,44.0,Peer Average
NHPC,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,50.942028985507235,45.0,Peer Average
NTPC,Power & Utilities,True,Energy,Power & Utilities,Large Cap,7,50.79710144927537,46.0,Peer Average
TATAPOWER,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,50.72463768115942,47.0,Peer Average
TATAPOWER,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,50.68840579710145,48.0,Peer Average
TATAPOWER,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,50.688405797101446,49.0,Peer Average
NHPC,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,50.25362318840578,50.0,Peer Average
TATAPOWER,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,50.14492753623188,51.0,Peer Average
TATAPOWER,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,49.927536231884055,52.0,Peer Average
NHPC,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,48.87681159420289,53.0,Peer Average
ADANIGREEN,Power & Utilities,False,Energy,Renewable Energy,Large Cap,7,48.47826086956522,54.0,Peer Average
NHPC,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,48.44202898550725,55.0,Peer Average
JSWENERGY,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,47.71739130434783,56.0,Peer Average
ADANIGREEN,Power & Utilities,False,Energy,Renewable Energy,Large Cap,7,46.8840579710145,57.0,Peer Average
JSWENERGY,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,46.26811594202899,58.0,Peer Average
JSWENERGY,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,45.79710144927535,59.0,Peer Average
NHPC,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,45.61594202898551,60.0,Peer Average
NHPC,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,44.855072463768124,61.0,Peer Average
NHPC,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,44.71014492753623,62.0,Peer Average
JSWENERGY,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,44.71014492753623,62.0,Peer Average
NHPC,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,44.456521739130444,63.0,Peer Average
JSWENERGY,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,44.239130434782616,64.0,Peer Average
TATAPOWER,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,43.84057971014492,65.0,Peer Average
JSWENERGY,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,42.75362318840579,66.0,Peer Average
ADANIPOWER,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,42.39130434782609,67.0,Peer Average
NHPC,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,41.81159420289855,68.0,Peer Average
JSWENERGY,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,41.485507246376805,69.0,Peer Average
NHPC,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,40.94202898550724,70.0,Peer Average
ADANIGREEN,Power & Utilities,False,Energy,Renewable Energy,Large Cap,7,40.905797101449274,71.0,Peer Average
TATAPOWER,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,40.76086956521739,72.0,Peer Average
JSWENERGY,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,39.20289855072463,73.0,Below Peer Average
JSWENERGY,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,37.68115942028985,74.0,Below Peer Average
ADANIPOWER,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,37.60869565217391,75.0,Below Peer Average
NHPC,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,36.81159420289854,76.0,Below Peer Average
JSWENERGY,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,35.833333333333336,77.0,Below Peer Average
JSWENERGY,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,35.25362318840579,78.0,Below Peer Average
ADANIPOWER,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,33.6231884057971,79.0,Below Peer Average
ADANIPOWER,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,32.31884057971015,80.0,Below Peer Average
ADANIPOWER,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,32.10144927536232,81.0,Below Peer Average
ADANIGREEN,Power & Utilities,False,Energy,Renewable Energy,Large Cap,7,31.992753623188403,82.0,Below Peer Average
ADANIPOWER,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,30.797101449275363,83.0,Below Peer Average
JSWENERGY,Power & Utilities,False,Energy,Power & Utilities,Mid Cap,7,30.724637681159418,84.0,Below Peer Average
ADANIPOWER,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,30.289855072463766,85.0,Below Peer Average
ADANIPOWER,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,29.637681159420286,86.0,Below Peer Average
ADANIGREEN,Power & Utilities,False,Energy,Renewable Energy,Large Cap,7,29.166666666666668,87.0,Below Peer Average
ADANIGREEN,Power & Utilities,False,Energy,Renewable Energy,Large Cap,7,27.753623188405797,88.0,Below Peer Average
ADANIGREEN,Power & Utilities,False,Energy,Renewable Energy,Large Cap,7,25.869565217391305,89.0,Below Peer Average
ADANIGREEN,Power & Utilities,False,Energy,Renewable Energy,Large Cap,7,24.71014492753623,90.0,Below Peer Average
ADANIPOWER,Power & Utilities,False,Energy,Power & Utilities,Large Cap,7,23.55072463768116,91.0,Below Peer Average
HDFCBANK,Private Banks,True,Financials,Private Banks,Large Cap,5,71.00000000000001,1.0,Above Peer Average
ICICIBANK,Private Banks,False,Financials,Private Banks,Large Cap,5,66.55555555555557,2.0,Above Peer Average
HDFCBANK,Private Banks,True,Financials,Private Banks,Large Cap,5,66.27777777777779,3.0,Above Peer Average
HDFCBANK,Private Banks,True,Financials,Private Banks,Large Cap,5,64.5,4.0,Above Peer Average
