company_id,roe,opm_percentage,net_profit,eps,profit_before_tax,valuation_score,valuation_rating
IRCTC,0.0,34.0,1200,15.0,1617,370.2,Strong
IRFC,0.0,100.0,522,222.0,1454,186.6,Strong
IRFC,0.0,100.0,701,209.0,1572,240.29999999999998,Strong
IRFC,0.0,100.0,758,212.0,1914,257.4,Strong
IRFC,0.0,99.0,849,188.0,1950,284.4,Strong
IRFC,0.0,100.0,934,143.0,2133,310.2,Strong
IRFC,0.0,100.0,2055,3.0,2592,646.5,Strong
IRFC,0.0,100.0,2255,2.0,2902,706.5,Strong
IRFC,0.0,100.0,3192,3.0,3192,987.5999999999999,Strong
IRFC,0.0,99.0,4416,3.0,4416,1354.5,Strong
IRFC,0.0,99.0,6090,5.0,6090,1856.7,Strong
IRFC,0.0,99.0,6167,5.0,6167,1879.8,Strong
IRFC,0.0,100.0,6412,5.0,6412,1953.6,Strong
IRFC,0.0,99.0,6537,5.0,6537,1990.8,Strong
ITC,0.0,35.0,7704,6.0,11106,2321.7,Strong
ITC,0.0,37.0,9001,7.0,13052,2711.3999999999996,Strong
ITC,0.0,37.0,9779,8.0,14362,2944.7999999999997,Strong
ITC,0.0,37.0,9501,8.0,14859,2861.3999999999996,Strong
ITC,0.0,36.0,10477,8.0,16026,3153.9,Strong
ITC,0.0,38.0,11493,9.0,17409,3459.3,Strong
ITC,0.0,38.0,12836,10.0,19150,3862.2,Strong
ITC,0.0,39.0,15593,12.0,20035,4689.599999999999,Strong
ITC,0.0,35.0,13383,11.0,17938,4025.3999999999996,Strong
ITC,0.0,34.0,15503,12.0,20740,4661.099999999999,Strong
ITC,0.0,36.0,19477,15.0,25915,5853.9,Strong
ITC,0.0,37.0,20751,16.0,27140,6236.400000000001,Strong
ITC,0.0,35.0,20829,16.0,27302,6259.2,Strong
JINDALSTEL,0.0,31.0,2952,31.0,3833,894.9,Strong
JINDALSTEL,0.0,30.0,1896,21.0,2512,577.8,Strong
JINDALSTEL,0.0,28.0,-1452,-14.0,-1543,-427.2,Weak
JINDALSTEL,0.0,18.0,-3087,-32.0,-3964,-920.6999999999999,Weak
JINDALSTEL,0.0,22.0,-2538,-25.0,-3043,-754.8,Weak
JINDALSTEL,0.0,19.0,-1616,-15.0,-1864,-479.09999999999997,Weak
JINDALSTEL,0.0,18.0,-2412,-17.0,-2802,-718.2,Weak
JINDALSTEL,0.0,18.0,-400,-1.0,-291,-114.6,Weak
JINDALSTEL,0.0,32.0,4267,36.0,6078,1289.6999999999998,Strong
JINDALSTEL,0.0,30.0,6766,56.0,9690,2038.8,Strong
JINDALSTEL,0.0,19.0,3974,31.0,5266,1197.9,Strong
JINDALSTEL,0.0,20.0,5943,58.0,6241,1788.8999999999999,Strong
JINDALSTEL,0.0,21.0,5060,50.0,6163,1524.3,Strong
JIOFIN,0.0,88.0,31,0.0,49,35.699999999999996,Weak
JIOFIN,0.0,84.0,1605,3.0,1956,506.7,Strong
JIOFIN,0.0,78.0,1607,3.0,1944,505.49999999999994,Strong
JSWENERGY,0.0,32.0,901,6.0,1186,279.90000000000003,Strong
JSWENERGY,0.0,38.0,760,5.0,1060,239.4,Strong
JSWENERGY,0.0,39.0,1358,8.0,1892,419.09999999999997,Strong
JSWENERGY,0.0,41.0,1460,9.0,2017,450.3,Strong
JSWENERGY,0.0,40.0,623,4.0,892,198.9,Strong
JSWENERGY,0.0,34.0,85,0.0,338,35.7,Weak
JSWENERGY,0.0,31.0,684,4.0,897,214.5,Strong
JSWENERGY,0.0,36.0,1081,7.0,544,335.1,Strong
JSWENERGY,0.0,42.0,823,5.0,1099,259.5,Strong
JSWENERGY,0.0,44.0,1743,11.0,2238,536.1,Strong
JSWENERGY,0.0,32.0,1480,9.0,1943,453.6,Strong
JSWENERGY,0.0,47.0,1725,10.0,2167,531.6,Strong
JSWENERGY,0.0,47.0,1988,11.0,2352,610.5,Strong
JSWSTEEL,0.0,17.0,929,4.0,1999,283.8,Strong
JSWSTEEL,0.0,18.0,402,2.0,1308,126.0,Strong
JSWSTEEL,0.0,18.0,1722,7.0,2539,522.0,Strong
JSWSTEEL,0.0,15.0,-481,-1.0,-2468,-139.79999999999998,Weak
JSWSTEEL,0.0,22.0,3467,15.0,5128,1046.6999999999998,Strong
JSWSTEEL,0.0,21.0,6113,26.0,7651,1840.1999999999998,Strong
JSWSTEEL,0.0,22.0,7524,32.0,11168,2263.7999999999997,Strong
JSWSTEEL,0.0,16.0,3919,17.0,3013,1180.5,Strong
JSWSTEEL,0.0,25.0,7873,33.0,12015,2369.4,Strong
JSWSTEEL,0.0,27.0,20938,85.0,29745,6289.5,Strong
JSWSTEEL,0.0,11.0,4139,17.0,5655,1245.0,Strong
JSWSTEEL,0.0,16.0,8973,36.0,13380,2696.7000000000003,Strong
JSWSTEEL,0.0,13.0,3312,14.0,5359,997.4999999999999,Strong
KOTAKBANK,0.0,-1789.0,2238,15.0,3144,134.70000000000005,Strong
KOTAKBANK,0.0,-1379.0,2527,16.0,3695,344.40000000000003,Strong
KOTAKBANK,0.0,-3366.0,3105,20.0,4550,-78.29999999999995,Weak
KOTAKBANK,0.0,-2263.0,3524,19.0,5024,378.30000000000007,Strong
KOTAKBANK,0.0,-3965.0,5019,27.0,7332,316.20000000000005,Strong
KOTAKBANK,0.0,-4141.0,6258,33.0,9158,635.0999999999999,Strong
KOTAKBANK,0.0,-5114.0,7204,38.0,10576,626.9999999999998,Strong
KOTAKBANK,0.0,-5005.0,8593,45.0,11422,1076.4,Strong
KOTAKBANK,0.0,-9958.0,9990,50.0,13168,9.599999999999909,Weak
KOTAKBANK,0.0,-8512.0,12089,61.0,15948,1073.1,Strong
KOTAKBANK,0.0,-5746.0,14925,75.0,19646,2753.7,Strong
KOTAKBANK,0.0,-13382.0,18213,92.0,23863,1449.2999999999997,Strong
KOTAKBANK,0.0,-14146.0,22530,113.0,29413,2515.2,Strong
LICI,0.0,1.0,2627,0.0,8199,788.4,Strong
LICI,0.0,-1.0,2710,0.0,13544,812.7,Strong
LICI,0.0,0.0,2974,7.0,12151,892.1999999999999,Strong
LICI,0.0,0.0,4125,57.0,12138,1237.5,Strong
LICI,0.0,4.0,35997,65.0,41463,10800.300000000001,Strong
LICI,0.0,4.0,40916,66.0,47014,12276.0,Strong
LICI,0.0,3.0,41468,0.0,42102,12441.3,Strong
LODHA,0.0,23.0,264,6.0,355,86.10000000000001,Moderate
LODHA,0.0,25.0,381,9.0,556,121.8,Strong
LODHA,0.0,24.0,798,18.0,1269,246.59999999999997,Strong
LODHA,0.0,26.0,703,16.0,1198,218.70000000000002,Strong
LODHA,0.0,20.0,584,13.0,1001,181.2,Strong
LODHA,0.0,17.0,794,10.0,1182,243.29999999999998,Strong
LODHA,0.0,27.0,1644,21.0,2489,501.3,Strong
LODHA,0.0,15.0,742,9.0,1003,227.1,Strong
LODHA,0.0,25.0,48,1.0,33,21.9,Weak
LODHA,0.0,24.0,1208,12.0,1716,369.59999999999997,Strong
LODHA,0.0,22.0,490,5.0,452,153.6,Strong
LODHA,0.0,26.0,1554,16.0,2028,474.0,Strong
LODHA,0.0,28.0,2511,25.0,3248,761.6999999999999,Strong
LT,0.0,15.0,5291,38.0,7638,1591.8,Strong
LT,0.0,17.0,4885,35.0,7483,1470.6,Strong
LT,0.0,17.0,4966,34.0,7217,1494.8999999999999,Strong
LT,0.0,15.0,4592,31.0,8020,1382.1,Strong
LT,0.0,15.0,6486,43.0,8887,1950.3,Strong
LT,0.0,17.0,8004,53.0,11639,2406.2999999999997,Strong
LT,0.0,17.0,10217,63.0,14305,3070.2,Strong
LT,0.0,17.0,10894,68.0,14086,3273.2999999999997,Strong
LT,0.0,17.0,12921,82.0,16918,3881.3999999999996,Strong
LT,0.0,16.0,10419,62.0,14495,3130.5,Strong
LT,0.0,15.0,12531,75.0,17109,3763.7999999999997,Strong
LT,0.0,14.0,15547,95.0,20517,4668.299999999999,Strong
LT,0.0,13.0,16150,98.0,21425,4848.9,Strong
LTIM,0.0,23.0,562,174.0,749,175.5,Strong
LTIM,0.0,23.0,996,309.0,1204,305.7,Strong
LTIM,0.0,20.0,769,238.0,936,236.7,Strong
LTIM,0.0,18.0,836,49.0,1035,256.2,Strong
LTIM,0.0,19.0,971,57.0,1236,297.0,Strong
LTIM,0.0,16.0,1112,65.0,1442,338.4,Strong
LTIM,0.0,20.0,1516,87.0,2028,460.8,Strong
LTIM,0.0,19.0,1520,87.0,2003,461.7,Strong
LTIM,0.0,22.0,1938,111.0,2588,588.0,Strong
LTIM,0.0,20.0,3950,225.0,5294,1191.0,Strong
LTIM,0.0,18.0,4410,149.0,5792,1328.4,Strong
LTIM,0.0,18.0,4585,155.0,6049,1380.9,Strong
LTIM,0.0,17.0,4574,154.0,6133,1377.3,Strong
M&M,0.0,13.0,4129,33.0,5580,1242.6000000000001,Strong
M&M,0.0,14.0,5154,38.0,5820,1550.4,Strong
M&M,0.0,12.0,3381,25.0,4313,1017.9,Strong
M&M,0.0,13.0,3554,25.0,5672,1070.1000000000001,Strong
M&M,0.0,13.0,4051,30.0,6350,1219.2,Strong
M&M,0.0,14.0,7958,60.0,10326,2391.6,Strong
M&M,0.0,15.0,6017,43.0,8871,1809.6,Strong
M&M,0.0,13.0,-321,1.0,1655,-92.39999999999999,Weak
M&M,0.0,15.0,1512,15.0,3158,458.09999999999997,Strong
M&M,0.0,16.0,7253,53.0,9362,2180.7000000000003,Strong
M&M,0.0,17.0,11374,83.0,14060,3417.2999999999997,Strong
M&M,0.0,18.0,12270,91.0,15978,3686.4,Strong
M&M,0.0,19.0,13009,95.0,17303,3908.3999999999996,Strong
MARUTI,0.0,10.0,2470,82.0,3070,744.0,Strong
MARUTI,0.0,12.0,2854,94.0,3734,859.8,Strong
MARUTI,0.0,14.0,3809,126.0,4976,1146.9,Strong
MARUTI,0.0,16.0,5497,182.0,7585,1653.8999999999999,Strong
MARUTI,0.0,15.0,7511,249.0,10127,2257.7999999999997,Strong
MARUTI,0.0,15.0,7881,261.0,11167,2368.7999999999997,Strong
MARUTI,0.0,13.0,7651,253.0,10624,2299.2,Strong
MARUTI,0.0,10.0,5678,188.0,7103,1706.3999999999999,Strong
MARUTI,0.0,8.0,4389,145.0,5321,1319.1000000000001,Strong
MARUTI,0.0,7.0,3880,128.0,4697,1166.1,Strong
MARUTI,0.0,11.0,8264,274.0,10438,2482.5,Strong
MARUTI,0.0,13.0,13488,429.0,17424,4050.2999999999997,Strong
MARUTI,0.0,14.0,14021,446.0,19240,4210.5,Strong
MOTHERSON,0.0,6.0,452,1.0,834,137.4,Strong
MOTHERSON,0.0,8.0,1097,2.0,1596,331.49999999999994,Strong
MOTHERSON,0.0,8.0,1292,2.0,1817,389.99999999999994,Strong
MOTHERSON,0.0,10.0,1774,3.0,2293,535.1999999999999,Strong
MOTHERSON,0.0,10.0,2172,3.0,3083,654.6,Strong
MOTHERSON,0.0,9.0,2260,3.0,3267,680.7,Strong
MOTHERSON,0.0,8.0,2098,3.0,3200,631.8,Strong
MOTHERSON,0.0,8.0,1294,2.0,1983,390.59999999999997,Strong
MOTHERSON,0.0,8.0,1569,2.0,1500,473.09999999999997,Strong
MOTHERSON,0.0,7.0,1182,1.0,1788,356.7,Strong
MOTHERSON,0.0,8.0,1670,2.0,2405,503.4,Strong
MOTHERSON,0.0,9.0,3020,4.0,3840,908.7,Strong
MOTHERSON,0.0,10.0,4123,6.0,5095,1239.8999999999999,Strong
NAUKRI,0.0,26.0,76,8.0,130,30.6,Weak
NAUKRI,0.0,17.0,60,8.0,120,23.1,Weak
NAUKRI,0.0,3.0,-14,2.0,60,-3.3000000000000003,Weak
NAUKRI,0.0,12.0,118,11.0,175,39.0,Weak
NAUKRI,0.0,-1.0,-43,-2.0,5,-13.200000000000001,Weak
NAUKRI,0.0,22.0,501,42.0,585,156.89999999999998,Strong
NAUKRI,0.0,1.0,592,49.0,716,177.9,Strong
NAUKRI,0.0,-27.0,-246,-19.0,-126,-81.89999999999999,Weak
NAUKRI,0.0,7.0,1418,110.0,1602,427.5,Strong
NAUKRI,0.0,28.0,12882,991.0,14200,3873.0,Strong
NAUKRI,0.0,15.0,-70,-8.0,141,-16.5,Weak
NAUKRI,0.0,28.0,595,44.0,878,186.9,Strong
NAUKRI,0.0,28.0,551,36.0,1185,173.7,Strong
NESTLEIND,0.0,21.0,1117,12.0,1678,341.4,Strong
NESTLEIND,0.0,21.0,1185,12.0,1774,361.8,Strong
NESTLEIND,0.0,19.0,563,6.0,814,174.6,Strong
NESTLEIND,0.0,20.0,1001,10.0,1545,306.3,Strong
NESTLEIND,0.0,21.0,1225,13.0,1839,373.8,Strong
NESTLEIND,0.0,23.0,1607,17.0,2429,488.99999999999994,Strong
NESTLEIND,0.0,24.0,1968,20.0,2673,597.6,Strong
NESTLEIND,0.0,24.0,2082,22.0,2813,631.8000000000001,Strong
NESTLEIND,0.0,24.0,2118,22.0,2857,642.6,Strong
NESTLEIND,0.0,22.0,2391,25.0,3256,723.9,Strong
NESTLEIND,0.0,23.0,2999,31.0,4038,906.5999999999999,Strong
NESTLEIND,0.0,24.0,3933,41.0,5289,1187.1,Strong
NESTLEIND,0.0,24.0,3323,34.0,4458,1004.1,Strong
NHPC,0.0,65.0,2873,2.0,3895,881.4,Strong
NHPC,0.0,59.0,1633,1.0,2529,507.59999999999997,Strong
NHPC,0.0,62.0,2798,2.0,3718,858.0,Strong
NHPC,0.0,57.0,2365,2.0,3365,726.6,Strong
NHPC,0.0,57.0,3480,3.0,4535,1061.1,Strong
NHPC,0.0,55.0,2785,2.0,3040,852.0,Strong
NHPC,0.0,55.0,2836,3.0,4159,867.3,Strong
NHPC,0.0,54.0,3345,3.0,3266,1019.7,Strong
NHPC,0.0,55.0,3600,3.0,4495,1096.5,Strong
NHPC,0.0,44.0,3774,4.0,3217,1145.4,Strong
NHPC,0.0,58.0,4261,4.0,5237,1295.7,Strong
NHPC,0.0,50.0,4028,4.0,5043,1223.3999999999999,Strong
NHPC,0.0,52.0,3417,3.0,5213,1040.6999999999998,Strong
NTPC,0.0,25.0,12586,13.0,16611,3783.2999999999997,Strong
NTPC,0.0,25.0,11403,12.0,14486,3428.4,Strong
NTPC,0.0,22.0,9992,10.0,10456,3004.2,Strong
NTPC,0.0,25.0,10781,11.0,10618,3241.7999999999997,Strong
NTPC,0.0,26.0,10714,11.0,13426,3222.0,Strong
NTPC,0.0,26.0,10502,11.0,16154,3158.4,Strong
NTPC,0.0,23.0,14034,14.0,11255,4217.099999999999,Strong
NTPC,0.0,29.0,11902,12.0,21250,3579.2999999999997,Strong
NTPC,0.0,31.0,14969,15.0,17390,4500.0,Strong
NTPC,0.0,30.0,16960,17.0,22007,5097.0,Strong
NTPC,0.0,27.0,17121,17.0,23917,5144.400000000001,Strong
NTPC,0.0,29.0,21332,21.0,28142,6408.299999999999,Strong
NTPC,0.0,28.0,22546,23.0,29739,6772.2,Strong
ONGC,0.0,27.0,23994,19.0,36742,7206.3,Strong
ONGC,0.0,28.0,26665,21.0,39413,8007.9,Strong
ONGC,0.0,26.0,17703,14.0,27370,5318.7,Strong
ONGC,0.0,32.0,13102,10.0,20052,3940.2,Strong
ONGC,0.0,19.0,29169,19.0,41718,8756.4,Strong
ONGC,0.0,18.0,26068,17.0,39208,7825.799999999999,Strong
ONGC,0.0,18.0,33938,24.0,54846,10186.8,Strong
ONGC,0.0,13.0,11456,9.0,18962,3440.7,Strong
ONGC,0.0,16.0,21360,13.0,30126,6412.8,Strong
ONGC,0.0,16.0,49294,36.0,54091,14792.999999999998,Strong
ONGC,0.0,12.0,32778,28.0,43051,9837.0,Strong
ONGC,0.0,17.0,57101,39.0,76860,17135.399999999998,Strong
ONGC,0.0,13.0,42320,33.0,56090,12699.9,Strong
PFC,0.0,35.0,4438,13.0,5994,1341.8999999999999,Strong
PFC,0.0,36.0,5462,17.0,7624,1649.3999999999999,Strong
PFC,0.0,34.0,6004,18.0,8446,1811.4,Strong
PFC,0.0,33.0,6184,19.0,9167,1865.1,Strong
PFC,0.0,19.0,2236,7.0,5264,676.5,Strong
PFC,0.0,24.0,8797,20.0,11779,2646.2999999999997,Strong
PFC,0.0,33.0,12640,30.0,17862,3801.9,Strong
PFC,0.0,23.0,9477,22.0,14093,2850.0,Strong
PFC,0.0,28.0,15716,36.0,19891,4723.2,Strong
PFC,0.0,31.0,18768,42.0,23382,5639.7,Strong
PFC,0.0,34.0,21179,48.0,26496,6363.9,Strong
PFC,0.0,37.0,26461,60.0,33588,7949.4,Strong
PFC,0.0,36.0,28248,64.0,35820,8485.199999999999,Strong
PIDILITIND,0.0,15.0,424,8.0,581,131.7,Strong
PIDILITIND,0.0,16.0,450,9.0,612,139.8,Strong
PIDILITIND,0.0,16.0,514,10.0,678,159.0,Strong
PIDILITIND,0.0,22.0,807,16.0,1141,248.7,Strong
PIDILITIND,0.0,22.0,863,17.0,1248,265.5,Strong
PIDILITIND,0.0,22.0,966,19.0,1359,296.40000000000003,Strong
PIDILITIND,0.0,19.0,928,18.0,1342,284.09999999999997,Strong
PIDILITIND,0.0,22.0,1122,22.0,1470,343.2,Strong
PIDILITIND,0.0,23.0,1126,22.0,1522,344.7,Strong
PIDILITIND,0.0,19.0,1207,24.0,1614,367.79999999999995,Strong
PIDILITIND,0.0,17.0,1289,25.0,1723,391.8,Strong
PIDILITIND,0.0,22.0,1747,34.0,2379,530.7,Strong
PIDILITIND,0.0,23.0,1973,38.0,2673,598.8,Strong
PNB,0.0,0.0,5020,28.0,6786,1506.0,Strong
PNB,0.0,0.0,3674,20.0,4969,1102.2,Strong
PNB,0.0,0.0,3525,18.0,4397,1057.5,Strong
PNB,0.0,0.0,-3510,-19.0,-5293,-1053.0,Weak
PNB,0.0,0.0,1239,6.0,1540,371.7,Strong
PNB,0.0,0.0,-12111,-44.0,-19849,-3633.2999999999997,Weak
PNB,0.0,0.0,-9550,-21.0,-15370,-2865.0,Weak
PNB,0.0,0.0,485,1.0,827,145.5,Strong
PNB,0.0,0.0,2695,2.0,4325,808.5,Strong
PNB,0.0,0.0,3908,4.0,4826,1172.3999999999999,Strong
PNB,0.0,0.0,3359,3.0,5151,1007.6999999999999,Strong
PNB,0.0,0.0,9157,8.0,14160,2747.1,Strong
PNB,0.0,0.0,14535,13.0,21054,4360.5,Strong
POWERGRID,0.0,83.0,4313,5.0,5776,1318.8,Strong
POWERGRID,0.0,83.0,4548,5.0,6359,1389.3,Strong
POWERGRID,0.0,85.0,5046,5.0,6404,1539.3,Strong
POWERGRID,0.0,88.0,5959,6.0,7572,1814.1000000000001,Strong
POWERGRID,0.0,87.0,7451,8.0,9457,2261.3999999999996,Strong
POWERGRID,0.0,87.0,8204,9.0,13471,2487.2999999999997,Strong
POWERGRID,0.0,77.0,10034,11.0,9147,3033.2999999999997,Strong
POWERGRID,0.0,87.0,11059,12.0,14590,3343.7999999999997,Strong
POWERGRID,0.0,88.0,12036,13.0,15501,3637.2,Strong
POWERGRID,0.0,86.0,16824,18.0,19610,5073.0,Strong
POWERGRID,0.0,87.0,15420,17.0,17702,4652.1,Strong
POWERGRID,0.0,87.0,15573,17.0,18514,4698.0,Strong
POWERGRID,0.0,86.0,15712,17.0,19221,4739.4,Strong
RECLTD,0.0,97.0,3833,15.0,5186,1178.9999999999998,Strong
RECLTD,0.0,97.0,4741,18.0,6617,1451.3999999999999,Strong
RECLTD,0.0,94.0,5344,20.0,7552,1631.4,Strong
RECLTD,0.0,93.0,5691,22.0,8147,1735.2,Strong
RECLTD,0.0,92.0,6313,24.0,8972,1921.4999999999998,Strong
RECLTD,0.0,85.0,4451,17.0,5958,1360.8,Strong
RECLTD,0.0,93.0,5741,22.0,8090,1750.2,Strong
RECLTD,0.0,87.0,4972,19.0,7030,1517.6999999999998,Strong
RECLTD,0.0,91.0,8378,32.0,10780,2540.7000000000003,Strong
RECLTD,0.0,88.0,10036,38.0,12431,3037.2,Strong
RECLTD,0.0,95.0,11167,42.0,13898,3378.6,Strong
RECLTD,0.0,101.0,14145,54.0,17960,4273.8,Strong
RECLTD,0.0,99.0,14885,57.0,18848,4495.2,Strong
RELIANCE,0.0,8.0,20886,15.0,26217,6268.2,Strong
RELIANCE,0.0,8.0,22548,16.0,28763,6766.799999999999,Strong
RELIANCE,0.0,10.0,23640,17.0,31114,7095.0,Strong
RELIANCE,0.0,15.0,29861,22.0,38737,8962.8,Strong
RELIANCE,0.0,15.0,29833,22.0,40034,8954.4,Strong
RELIANCE,0.0,16.0,36080,27.0,49426,10828.8,Strong
RELIANCE,0.0,15.0,39837,29.0,55227,11955.6,Strong
RELIANCE,0.0,15.0,39880,29.0,53606,11968.5,Strong
RELIANCE,0.0,17.0,53739,39.0,55461,16126.8,Strong
RELIANCE,0.0,16.0,67845,45.0,83815,20358.3,Strong
RELIANCE,0.0,16.0,74088,49.0,94464,22231.199999999997,Strong
RELIANCE,0.0,18.0,79020,51.0,104727,23711.4,Strong
RELIANCE,0.0,17.0,79941,51.0,104634,23987.399999999998,Strong
SBILIFE,5.0,3.0,630,6.0,690,191.9,Strong
SBILIFE,3.0,3.0,630,6.0,690,191.1,Strong
SBILIFE,12.0,3.0,630,6.0,690,194.7,Strong
SBILIFE,10.0,3.0,630,6.0,690,193.9,Strong
SBILIFE,5.0,3.0,728,7.0,816,221.3,Strong
SBILIFE,3.0,3.0,728,7.0,816,220.5,Strong
SBILIFE,12.0,3.0,728,7.0,816,224.1,Strong
SBILIFE,10.0,3.0,728,7.0,816,223.3,Strong
SBILIFE,5.0,3.0,815,8.0,939,247.4,Strong
SBILIFE,3.0,3.0,815,8.0,939,246.6,Strong
SBILIFE,12.0,3.0,815,8.0,939,250.2,Strong
SBILIFE,10.0,3.0,815,8.0,939,249.4,Strong
SBILIFE,5.0,5.0,844,8.0,1007,256.7,Strong
SBILIFE,3.0,5.0,844,8.0,1007,255.89999999999998,Strong
SBILIFE,12.0,5.0,844,8.0,1007,259.5,Strong
SBILIFE,10.0,5.0,844,8.0,1007,258.7,Strong
SBILIFE,5.0,4.0,955,10.0,1154,289.7,Strong
SBILIFE,3.0,4.0,955,10.0,1154,288.9,Strong
SBILIFE,12.0,4.0,955,10.0,1154,292.5,Strong
SBILIFE,10.0,4.0,955,10.0,1154,291.7,Strong
SBILIFE,5.0,4.0,1150,12.0,1422,348.2,Strong
SBILIFE,3.0,4.0,1150,12.0,1422,347.4,Strong
SBILIFE,12.0,4.0,1150,12.0,1422,351.0,Strong
SBILIFE,10.0,4.0,1150,12.0,1422,350.2,Strong
SBILIFE,5.0,3.0,1327,13.0,1642,400.99999999999994,Strong
SBILIFE,3.0,3.0,1327,13.0,1642,400.2,Strong
SBILIFE,12.0,3.0,1327,13.0,1642,403.79999999999995,Strong
SBILIFE,10.0,3.0,1327,13.0,1642,402.99999999999994,Strong
SBILIFE,5.0,3.0,1422,14.0,1790,429.49999999999994,Strong
SBILIFE,3.0,3.0,1422,14.0,1790,428.7,Strong
SBILIFE,12.0,3.0,1422,14.0,1790,432.29999999999995,Strong
SBILIFE,10.0,3.0,1422,14.0,1790,431.49999999999994,Strong
SBILIFE,5.0,1.0,1456,15.0,1640,439.1,Strong
SBILIFE,3.0,1.0,1456,15.0,1640,438.3,Strong
SBILIFE,12.0,1.0,1456,15.0,1640,441.90000000000003,Strong
SBILIFE,10.0,1.0,1456,15.0,1640,441.1,Strong
SBILIFE,5.0,1.0,1506,15.0,1687,454.1,Strong
SBILIFE,3.0,1.0,1506,15.0,1687,453.3,Strong
SBILIFE,12.0,1.0,1506,15.0,1687,456.90000000000003,Strong
SBILIFE,10.0,1.0,1506,15.0,1687,456.1,Strong
SBILIFE,5.0,0.0,1721,17.0,1906,518.3,Strong
SBILIFE,3.0,0.0,1721,17.0,1906,517.5,Strong
SBILIFE,12.0,0.0,1721,17.0,1906,521.0999999999999,Strong
SBILIFE,10.0,0.0,1721,17.0,1906,520.3,Strong
SBILIFE,5.0,0.0,1894,19.0,2078,570.1999999999999,Strong
SBILIFE,3.0,0.0,1894,19.0,2078,569.4,Strong
SBILIFE,12.0,0.0,1894,19.0,2078,572.9999999999999,Strong
SBILIFE,10.0,0.0,1894,19.0,2078,572.1999999999999,Strong
SBILIFE,5.0,1.0,2411,24.0,2643,725.5999999999999,Strong
SBILIFE,3.0,1.0,2411,24.0,2643,724.8,Strong
SBILIFE,12.0,1.0,2411,24.0,2643,728.4,Strong
SBILIFE,10.0,1.0,2411,24.0,2643,727.5999999999999,Strong
SBIN,0.0,-3.0,18555,26.0,25882,5565.6,Strong
SBIN,0.0,-8.0,14807,19.0,21326,4439.7,Strong
SBIN,0.0,-11.0,17832,23.0,25855,5346.299999999999,Strong
SBIN,0.0,-15.0,13019,16.0,18177,3901.2,Strong
SBIN,0.0,-28.0,-97,0.0,945,-37.5,Weak
SBIN,0.0,-38.0,-3749,-5.0,-12245,-1136.1000000000001,Weak
SBIN,0.0,-27.0,3351,3.0,5220,997.1999999999999,Strong
SBIN,0.0,-24.0,21140,22.0,30317,6334.8,Strong
SBIN,0.0,-25.0,23888,25.0,32796,7158.9,Strong
SBIN,0.0,-22.0,37183,40.0,49739,11148.3,Strong
SBIN,0.0,-12.0,57750,62.0,75399,17321.4,Strong
SBIN,0.0,-14.0,69543,75.0,91240,20858.699999999997,Strong
